# LRAN range test trace, captured 2026-09-05 15:31:50
# note: seven-site ambient survey, R11 hold discipline, ~5 min per site, 3.0dBi; site 0 bridge-house INDOORS at the bridge target location (office, NW side); other sites outdoors at node target locations
# schema: docs/rangetest/data/README.md
#
# board=heltec_wifi_lora_32_V3
# freq_hz=915000000
# sf=7
# bw_khz=125.0
# cr=4/5
# conducted_dbm=-9
# antenna_gain_dbi=3.0
# eirp_ceiling_dbm=-1.0
# sync_word=0x1424
# explicit_header=1
# crc=1
# preamble_symbols=8
# payload_len=16
# role=SURVEY
#
site_index,site_name,bin_index,freq_hz,passes,samples,peak_dbm10,mean_dbm10,floor_dbm10,dropped
# site=0 bridge-house
# passes=74
# hold_discipline=1
# bins_sampled=130 of 130
# dwell_ms=30 settle_ms=4 sample_interval_ms=3
2,weather-island,54,912800000,73,648,-1090,-1145,-1160,0
2,weather-island,55,913000000,73,648,-1090,-1145,-1160,0
2,weather-island,56,913200000,73,648,-1090,-1145,-1160,0
2,weather-island,57,913400000,73,647,-1120,-1146,-1160,0
2,weather-island,58,913600000,73,643,-1060,-1144,-1160,0
2,weather-island,59,913800000,73,643,-1060,-1144,-1160,0
2,weather-island,60,914000000,73,647,-1050,-1144,-1160,0
2,weather-island,61,914200000,73,647,-1040,-1144,-1170,0
2,weather-island,62,914400000,73,640,-1020,-1145,-1160,0
2,weather-island,63,914600000,73,648,-1070,-1145,-1160,0
2,weather-island,64,914800000,73,647,-970,-1145,-1170,0
2,weather-island,65,915000000,73,642,-800,-1140,-1160,0
2,weather-island,66,915200000,73,648,-950,-1141,-1160,0
2,weather-island,67,915400000,73,647,-990,-1142,-1160,0
2,weather-island,68,915600000,73,642,-1030,-1145,-1160,0
2,weather-island,69,915800000,73,648,-780,-1140,-1160,0
2,weather-island,70,916000000,73,647,-1130,-1147,-1170,0
2,weather-island,71,916200000,73,647,-1130,-1147,-1160,0
2,weather-island,72,916400000,73,643,-1130,-1146,-1160,0
2,weather-island,73,916600000,73,647,-1100,-1146,-1160,0
2,weather-island,74,916800000,73,647,-1100,-1146,-1160,0
2,weather-island,75,917000000,73,643,-1070,-1146,-1160,0
2,weather-island,76,917200000,73,647,-1100,-1146,-1160,0
2,weather-island,77,917400000,73,647,-1100,-1146,-1160,0
2,weather-island,78,917600000,73,642,-1070,-1146,-1160,0
2,weather-island,79,917800000,73,648,-1100,-1146,-1160,0
2,weather-island,80,918000000,73,645,-1100,-1147,-1160,0
2,weather-island,81,918200000,73,640,-1100,-1146,-1170,0
2,weather-island,82,918400000,73,648,-1060,-1146,-1160,0
2,weather-island,83,918600000,73,647,-1110,-1147,-1160,0
2,weather-island,84,918800000,73,642,-1120,-1147,-1160,0
2,weather-island,85,919000000,73,648,-1130,-1147,-1160,0
2,weather-island,86,919200000,73,648,-1130,-1147,-1160,0
2,weather-island,87,919400000,73,648,-1130,-1148,-1160,0
2,weather-island,88,919600000,73,648,-1130,-1147,-1160,0
2,weather-island,89,919800000,73,648,-1130,-1147,-1160,0
2,weather-island,90,920000000,73,648,-1130,-1147,-1160,0
2,weather-island,91,920200000,73,648,-1130,-1147,-1160,0
